WELL_NAME,TIME_STAMP,WHP,WHT_F,WC_FRAC,GOR,PIP,FREQUENCY,power_factor,pump_eff,motor_eff,cable_loss_V,Q_POWER_EQ_UNCALIBRATED,ANALYST_CALIB_FACTOR,Q_ANALYST_CALIBRATED,Q_LIQ_ALLOCATED,Q_OIL_ALLOCATED,Q_WATER_ALLOCATED,Q_GAS_ALLOCATED_MMSCFD
M-80 ST,2019-05-03 18:30:00.080,400,189,0.77,200.0,725.4,60,0.8,0.35,0.8,230,591.8683883035139,0.4207897699437414,1406.5655359982857,1604.3783560568222,369.0070218930691,1235.371334163753,0.0738014043786138
M-80 ST,2019-05-03 19:00:00.080,400,189,0.75,200.0,725.2,60,0.8,0.35,0.8,230,592.3909527754279,0.4275097765922147,1385.678141673207,1572.8463833682454,393.2115958420613,1179.634787526184,0.0786423191684122
M-80 ST,2019-05-26 13:30:00.000,500,188,0.74,200.0,281.3,40,0.8,0.45,0.8,230,938.8810191231544,0.5870447894203515,1599.3345585269674,1676.2694011572164,435.8300443008764,1240.43935685634,0.0871660088601752
M-80 ST,2019-05-26 14:00:00.005,500,188,0.72,200.0,282.8,40,0.8,0.45,0.8,230,926.207599468095,0.5947383723912745,1557.3362043953491,1627.9269155698034,455.81953635954505,1172.1073792102584,0.091163907271909
M-80 ST,2019-05-26 14:30:00.010,500,188,0.68,200.0,284.1,40,0.8,0.45,0.8,230,936.4845911188776,0.5925122812398405,1580.531949750088,1653.4296870930905,529.0974998697889,1124.3321872233016,0.1058194999739577
M-80 ST,2019-05-26 15:00:00.015,500,188,0.68,200.0,285.4,40,0.8,0.45,0.8,230,940.607708427748,0.5967663073147319,1576.174286145943,1646.4879650960486,526.8761488307355,1119.611816265313,0.105375229766147
M-80 ST,2019-05-26 15:30:00.020,500,188,0.66,200.0,286.4,40,0.8,0.45,0.8,230,933.1567088696228,0.5928311859000028,1574.0681851157287,1646.4879650960474,559.805908132656,1086.6820569633917,0.1119611816265312
M-80 ST,2019-05-26 16:00:00.025,500,188,0.68,200.0,287.4,40,0.8,0.45,0.8,230,938.535002522967,0.5931232018660292,1582.3609657660252,1654.9969468278105,529.5990229848992,1125.3979238429113,0.1059198045969798
M-80 ST,2019-05-26 16:30:00.030,500,188,0.72,200.0,287.8,40,0.8,0.45,0.8,230,930.4195670375566,0.5863619117965662,1586.7667191868334,1663.4947627530246,465.778533570847,1197.7162291821776,0.0931557067141694
M-80 ST,2019-05-26 17:00:00.035,500,188,0.74,200.0,288.3,40,0.8,0.45,0.8,230,929.1576987380714,0.5848775240757113,1588.6363563148202,1666.3243317663364,433.2443262592474,1233.080005507089,0.0866488652518494
M-80 ST,2019-05-26 17:30:00.040,500,188,0.73,200.0,288.6,40,0.8,0.45,0.8,230,930.1678596691586,0.5720893326856741,1625.9136581038567,1713.323223175132,462.5972702572856,1250.7259529178464,0.0925194540514571
M-80 ST,2019-05-26 18:00:00.045,500,188,0.72,200.0,288.7,40,0.8,0.45,0.8,230,925.1423651676258,0.5430236081034335,1703.687190320844,1815.866258976137,508.44255251331833,1307.4237064628187,0.1016885105026636
M-80 ST,2019-05-26 18:30:00.050,500,188,0.73,200.0,288.9,40,0.8,0.45,0.8,230,934.0611775071172,0.5472945663595967,1706.6881984963795,1815.866258976137,490.2838899235571,1325.58236905258,0.0980567779847114
M-80 ST,2019-05-26 19:00:00.055,500,188,0.71,200.0,288.7,40,0.8,0.45,0.8,230,932.1281131260592,0.5405375443748509,1724.446567729343,1839.9026273168647,533.571761921891,1306.330865394974,0.1067143523843782
M-80 ST,2019-05-26 19:30:00.060,500,188,0.71,200.0,288.5,40,0.8,0.45,0.8,230,923.9296922861256,0.533623432741629,1731.426387216912,1852.7991410597392,537.3117509073245,1315.4873901524147,0.1074623501814649
M-80 ST,2019-05-26 20:00:00.065,500,188,0.71,200.0,288.3,40,0.8,0.45,0.8,230,926.3283282186012,0.5357602174760102,1728.9979696188989,1848.500303145449,536.0650879121802,1312.4352152332688,0.107213017582436
M-80 ST,2019-05-26 20:30:00.070,500,188,0.71,200.0,288.3,40,0.8,0.45,0.8,230,927.7725132006312,0.5354269652076505,1732.7713647011042,1852.7991410597392,537.3117509073245,1315.4873901524147,0.1074623501814649
M-80 ST,2019-05-26 21:00:00.070,500,188,0.71,200.0,288.0,40,0.8,0.45,0.8,230,925.7311660829336,0.5479811006556655,1689.3487110692065,1796.914248173946,521.1051319704443,1275.8091162035016,0.1042210263940888
M-80 ST,2019-05-26 21:30:00.075,500,188,0.69,200.0,287.7,40,0.8,0.45,0.8,230,922.5392652729432,0.5374783492079638,1716.421259818951,1833.7091611766507,568.4498399647618,1265.2593212118888,0.1136899679929523
M-80 ST,2019-05-26 22:00:00.080,500,188,0.72,200.0,287.4,40,0.8,0.45,0.8,230,924.3771871649852,0.5435436314873033,1700.649466972143,1812.237156947416,507.4264039452764,1304.810753002139,0.1014852807890552
M-80 ST,2019-05-26 22:30:00.000,500,188,0.71,200.0,287.1,40,0.8,0.45,0.8,230,921.2267113531004,0.5385409917012816,1710.597197889975,1826.6632325903367,529.732337451198,1296.9308951391392,0.1059464674902395
M-80 ST,2019-05-26 23:00:00.090,500,188,0.67,200.0,286.5,40,0.8,0.45,0.8,230,922.6154289172858,0.5351069528917713,1724.1701381964483,1843.855357132363,608.4722678536798,1235.3830892786832,0.1216944535707359
M-80 ST,2019-05-26 23:30:00.095,500,188,0.69,200.0,286.3,40,0.8,0.45,0.8,230,916.6821286106782,0.5594234811654769,1638.6193277066334,1735.0329861719893,537.8602257133168,1197.1727604586724,0.1075720451426633
M-80 ST,2019-05-27 00:00:00.105,500,188,0.69,200.0,285.9,40,0.8,0.45,0.8,230,915.8841789978349,0.5667439369576852,1616.0458352926632,1706.3339492028836,528.9635242528941,1177.3704249499897,0.1057927048505788
M-80 ST,2019-05-27 00:30:00.115,500,188,0.7,200.0,285.6,40,0.8,0.45,0.8,230,915.9491163553258,0.5601980401186878,1635.0451996605807,1730.7276934023355,519.2183080207008,1211.509385381635,0.1038436616041401
M-80 ST,2019-05-27 01:00:00.125,500,188,0.67,200.0,285.1,40,0.8,0.45,0.8,230,919.5846328531284,0.5458433114001484,1684.7044081098882,1793.5422394594375,591.8689390216143,1201.6733004378232,0.1183737878043228
M-80 ST,2019-05-27 01:30:00.135,500,188,0.69,200.0,284.7,40,0.8,0.45,0.8,230,914.2191977566836,0.5359415249604813,1705.8189283319582,1823.5776358140236,565.3090671023474,1258.268568711676,0.1130618134204694
M-80 ST,2019-05-27 02:00:00.145,500,188,0.71,200.0,284.2,40,0.8,0.45,0.8,230,916.1804406445716,0.5399824940476421,1696.6854495170687,1810.705323090632,525.1045436962834,1285.6007793943488,0.1050209087392566
M-80 ST,2019-05-27 02:30:00.155,500,188,0.67,200.0,283.9,40,0.8,0.45,0.8,230,919.8609644851812,0.5438535842340434,1691.3761187778173,1802.1237812750344,594.7008478207613,1207.422933454273,0.1189401695641522
M-80 ST,2019-05-27 03:00:00.165,500,188,0.72,200.0,283.8,40,0.8,0.45,0.8,230,910.4975709147608,0.5348230067954977,1702.427830040811,1820.8259586391016,509.83126841894864,1310.9946902201532,0.1019662536837897
M-80 ST,2019-05-27 03:30:00.175,500,188,0.69,200.0,283.3,40,0.8,0.45,0.8,230,910.6090258696825,0.5328345614723636,1708.9901663912854,1829.414760330808,567.1185757025505,1262.2961846282572,0.1134237151405101
M-80 ST,2019-05-27 04:00:00.180,500,188,0.71,200.0,282.8,40,0.8,0.45,0.8,230,923.7135750954138,0.5380352199471633,1716.827339269956,1833.7091611766507,531.7756567412287,1301.933504435422,0.1063551313482457
M-80 ST,2019-05-27 04:30:00.190,500,188,0.67,200.0,282.4,40,0.8,0.45,0.8,230,913.6247057610724,0.5369785004916273,1701.417663695304,1818.0671703193225,599.9621662053762,1218.105004113946,0.1199924332410752
M-80 ST,2019-05-27 05:00:00.200,500,188,0.7,200.0,282.2,40,0.8,0.45,0.8,230,913.9715037767984,0.5350055664654693,1708.3401763741997,1827.0061135739904,548.1018340721971,1278.904279501793,0.1096203668144394
M-80 ST,2019-05-27 05:30:00.210,500,188,0.69,200.0,282.0,40,0.8,0.45,0.8,230,911.3771101855108,0.5315401220572805,1714.5970216850303,1836.4499485374145,569.2994840465985,1267.150464490816,0.1138598968093197
M-80 ST,2019-05-27 06:00:00.220,500,188,0.71,200.0,281.5,40,0.8,0.45,0.8,230,912.5712223551456,0.533524960662794,1710.4564727795778,1830.4371497758696,530.8267734350022,1299.6103763408676,0.1061653546870004
M-80 ST,2019-05-27 07:00:00.000,500,188,0.71,200.0,281.0,40,0.8,0.45,0.8,230,917.3583067540004,0.5364115450022446,1710.176291507972,1827.868406721821,530.0818379493282,1297.7865687724927,0.1060163675898656
M-80 ST,2019-05-27 07:29:59.990,500,188,0.71,200.0,280.6,40,0.8,0.45,0.8,230,917.6996788929416,0.5335209800851161,1720.0817084016735,1840.7407194452144,533.8148086391122,1306.925910806102,0.1067629617278224
M-80 ST,2019-05-27 19:00:00.000,500,188,0.69,200.0,281.9,40,0.8,0.45,0.8,230,751.8547801003316,0.4860041101567341,1547.0132132377682,1693.730061680356,525.0563191209105,1168.6737425594454,0.1050112638241821
M-80 ST,2019-05-27 19:29:59.990,500,188,0.69,200.0,281.6,40,0.8,0.45,0.8,230,752.2830878489247,0.4739178474143816,1587.3702413894273,1749.4730763685704,542.3366536742569,1207.1364226943135,0.1084673307348513
M-80 ST,2019-05-27 19:59:59.985,500,188,0.7,200.0,281.1,40,0.8,0.45,0.8,230,748.3123385273274,0.4728580778504057,1582.5305172518697,1745.1851521617848,523.5555456485356,1221.6296065132492,0.1047111091297071
M-80 ST,2019-05-27 20:29:59.980,500,188,0.71,200.0,280.5,40,0.8,0.45,0.8,230,752.0324669826497,0.4622509675582746,1626.8921424979883,1805.2160910567843,523.5126664064676,1281.703424650317,0.1047025332812935
M-80 ST,2019-05-27 20:59:59.975,500,188,0.71,200.0,280.2,40,0.8,0.45,0.8,230,747.5180398992032,0.4609337112017154,1621.7473830463048,1800.928166849999,522.2691683864998,1278.658998463499,0.1044538336772999
M-80 ST,2019-05-27 21:29:59.970,500,188,0.71,200.0,279.8,40,0.8,0.45,0.8,230,749.4685820968009,0.4613289641241745,1624.586012108853,1803.6522815120616,523.0591616384979,1280.5931198735636,0.1046118323276995
M-80 ST,2019-05-27 21:59:59.965,500,188,0.69,200.0,279.5,40,0.8,0.45,0.8,230,748.1232138377823,0.4606803438470752,1623.9529726628075,1803.6522815120625,559.1322072687394,1244.520074243323,0.1118264414537478
M-80 ST,2019-05-27 22:29:59.960,500,188,0.68,200.0,277.8,40,0.8,0.45,0.8,230,743.2791987967108,0.4608437039725418,1612.8661244355358,1791.1625752884925,573.1720240923175,1217.990551196175,0.1146344048184635
M-80 ST,2019-05-27 22:59:59.955,500,188,0.69,200.0,276.5,40,0.8,0.45,0.8,230,740.0134651245057,0.4773569243309185,1550.2309224103883,1705.255497337006,528.6292041744721,1176.626293162534,0.1057258408348944
M-80 ST,2019-05-27 23:29:59.950,500,188,0.69,200.0,274.5,40,0.8,0.45,0.8,230,737.4155157447813,0.4728893813194101,1559.3826904873945,1719.6276305520887,533.0845654711477,1186.543065080941,0.1066169130942295
M-80 ST,2019-05-27 23:59:59.945,500,188,0.69,200.0,272.8,40,0.8,0.45,0.8,230,742.7259059483306,0.4709379652070017,1577.1204719540162,1741.12297593399,539.748122539537,1201.3748533944529,0.1079496245079074
M-80 ST,2019-05-28 00:29:59.940,500,188,0.71,200.0,271.3,40,0.8,0.45,0.8,230,735.5553476323929,0.4585048182222356,1604.247803729451,1784.1136666977918,517.3929633423597,1266.720703355432,0.1034785926684719
M-80 ST,2019-05-28 00:59:59.935,500,188,0.71,200.0,269.9,40,0.8,0.45,0.8,230,739.0088733497986,0.4567494945023674,1617.9741461015851,1801.309943003314,522.3798834709612,1278.9300595323527,0.1044759766941922
M-80 ST,2019-05-28 01:29:59.930,500,188,0.71,200.0,268.8,40,0.8,0.45,0.8,230,739.8041559343699,0.4716335626196271,1568.5994690989,1731.02762072245,501.9980100095106,1229.0296107129395,0.1003996020019021
M-80 ST,2019-05-28 01:59:59.925,500,188,0.7,200.0,268.0,40,0.8,0.45,0.8,230,737.7079479758013,0.4672561149161497,1578.8085472315004,1746.6970490044305,524.0091147013293,1222.6879343031012,0.1048018229402658
M-80 ST,2019-05-28 02:29:59.920,500,188,0.7,200.0,267.1,40,0.8,0.45,0.8,230,736.8498852442707,0.4588927390210751,1605.712670059114,1785.3217994738145,535.5965398421445,1249.72525963167,0.1071193079684289
