WELL_NAME,Test Timestamp,Test Year,LEFT_CHOKE_64IN,RIGHT_CHOKE_64IN,P1: Plat forme Name,P2: Location,P3: Res. Formation,P4: LB (SA),P5: Porduction type,P6: Status,P7: Pump status,P8: Well name,P9: Vendor name,P10: installation run no.#01,P11: Pump type,P12: Pump OD,P13: nr. Of Stages,P14: Pump Depth,P15: Motor NP Amperage,P16: Motor NP voltage,P17: Motor NP hp,P18: avg. Run life /day,P19: Motor winding Tem. /F,P20: Cable size AWG#,P21: VSD/ NP KVA,P22: S/U Transformer /NP KVA,P23: S/D Transformer/ NP KVA,P24: OHL Network /KVA,P25: NO. OF Wells Connected OHL,P26: Liquid Rate / BFPD,P27: Oil Rtae /BOPD,P28: water rate BWPD,P29: W.C %,P30: GOR / SCF/STB,P31: GLR / SCF/STB,P32: Delta Oil Trend /BO/Year,P33: Delta W.C Trend %/year,P34: Mtr. Freq. /hz,P35: WHP Psi,P36: DSP psi,P37: WHT /F,P38: Choke size / 64 inch,P39: P.Intake Pressure /psi,P40: P. Discharge Pressure /psi,P41: Mtr. Temp /F,P42: Mtr. Operating amperage,P43: Mtr. Operating voltage,P44: Mtr. Load,P45: Delta pressure /DH Sensor,P46: VSD Operating amperage,P47: VSD Operating KVA,P48: Delta Surafce pressure,P49: BEP%,P50: Verdict,P51: vibration,P52: transformer tape ration,P53: Static pressure /psi,P54: PVT,P55: Fluid desity ppg,P56: Bottom hole temp \F,P57: API Specific gravity,P58: bubble Piont pressure /psi,P59: Oil viscosity \cp,P60: Desired Rate,P61: Total fluid level /ft,P62: pump Intak /depth,P63: Mid of perforation,P64: pump intake /TVD,P65: Mid perforation /TVD,P66: Top of Perforations /ft,P67: Drive mechanism,P68: Is effect. By Water inj. rate,P69: Casing size /inch,P70: Casing nominal weight ft.ib,P71: Tbg. Size /inch,P72: Tbg nominal weight ft.ib,P73: Well Depth ft,P74: Well Deviation angle /°,P75: Dog leg Severity/ 100 ft,P76: ESP Packer Depth /ft,P77: Packer Penetrators type,P78: Packer Penetrators depth /ft,P79: Chemical injection sub /ft,P80: W/H Penetrators types,P81: Well test validiation
SA-0284_T,2/23/2022 8:30,2022,0,56,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0284_T,Halliburton,1,ACC WE-2600C 5.38 INCHES (500-2666 RB/DAY),4,176,7400,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1437,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1948,1047.05,900.95,46.25,192,103.2,-50,2.5,50,172,146,154,56,DATA_UNRECORDED,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,26,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,DATA_UNRECORDED,SA-0284_T_PVT,8.08,180,25.7,1430,3.6,1500,500,7400,7682,7400,7682,7632,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0583H_T,2/23/2022 19:15,2022,0,64,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0583H_T,Halliburton,1,CENTURION P31 5.38 INCHES (2000-4300 RB/DAY),4,106,6700,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1699,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,3047,2710.0018,336.9982,11.06,350,311.29,-50,2.5,50,235,159,141,64,DATA_UNRECORDED,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,76,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,DATA_UNRECORDED,SA-0583H_T_PVT,7.6,180,26.5,1430,3.6,1500,500,6700,8107,6700,8107,8057,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0359_T,2/25/2022 8:15,2022,0,54,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0359_T,Halliburton,1,BORETS WFT-1050 4 INCHES (333-1083 RB/DAY),4,306,7900,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,785,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,796,373.9608,422.0392,53.02,459,215.64,-50,2.5,45,183,174,120,54,DATA_UNRECORDED,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,9,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,DATA_UNRECORDED,SA-0359_T_PVT,8.03,180,31.6,1430,3.6,1500,500,7900,8148,7900,8148,8098,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0361_T,2/25/2022 8:30,2022,0,24,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0361_T,REDA (SLB),1,REDA S2000N 5.38 INCHES (167-2084 RB/DAY,4,152,7350,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,263,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,283,151.0088,131.9912,46.64,54,28.81,-50,2.5,50,167,148,98,24,DATA_UNRECORDED,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,19,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,DATA_UNRECORDED,SA-0361_T_PVT,8.01,180,28.6,1430,3.6,1500,500,7350,7838,7350,7838,7788,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0162_T,2/28/2022 8:45,2022,0,28,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0162_T,REDA (SLB),1,ESP Centrifugal,4,MISSING_HARDWARE_SPEC,7500,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1200,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,802.8,315.58068,487.21932,60.69,381,149.77,-50,2.5,52,288.61,193.31,135.94,28,1687,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95.3,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1638,SA-0162_T_PVT,8.27,180,25.15,1430,3.6,1500,500,7500,7436,7500,7436,7386,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0187H_T,3/2/2022 8:00,2022,0,27,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0187H_T,REDA (SLB),1,ESP Centrifugal,4,MISSING_HARDWARE_SPEC,7500,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1200,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1087,729.0509,357.9491,32.93,262,175.72,-50,2.5,40,362,148,128,27,2463,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,214,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,2964.51,SA-0187H_T_PVT,7.91,180,25.82,1430,3.6,1500,500,7500,8770,7500,8770,8720,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0255_T,3/2/2022 8:15,2022,24,0,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0255_T,Halliburton,1,HALLIBURTON SJ2800 5.38 INCHES (625-2908,4,182,7200,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,40,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,408,408,0,0,564,564,-50,2.5,50,179,132,99,24,DATA_UNRECORDED,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,47,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,DATA_UNRECORDED,SA-0255_T_PVT,7.17,180,33,1430,3.6,1500,500,7200,7491,7200,7491,7441,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0758H_T,3/2/2022 8:15,2022,0,28,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0758H_T,Halliburton,1,ACC WE-1500C 5.38 INCHES (200-2300 RB/DAY),4,104,5900,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1843,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1029,608.0361,420.9639,40.91,404,238.72,-50,2.5,49,313,142,129,28,935,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,171,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1815.57,SA-0758H_T_PVT,7.95,180,27.67,1430,3.6,1500,500,5900,8079,5900,8079,8029,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0383_T,3/4/2022 9:00,2022,0,28,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0383_T,Halliburton,1,ACC WG-4000C 5.38 INCHES (1200-5200 RB/DAY),4,177,7200,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1321,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1400.55,410.92137,989.62863,70.66,77,22.59,-50,2.5,40,384.35,278.84,140.34,28,2527,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,105.51,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,2649.68,SA-0383_T_PVT,8.43,180,22.52,1430,3.6,1500,500,7200,7530,7200,7530,7480,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0683_T,3/4/2022 9:30,2022,0,26,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0683_T,DATA_UNRECORDED,1,ESP Standard Multi-Stage Centrifugal,4,372,7050,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,93,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1300,420.03,879.97,67.69,365,117.93,-50,2.5,52,505,99,149,26,915,3574.7,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,2659.7,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,406,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1205.81,SA-0683_T_PVT,8.27,180,30.4,1430,3.6,1500,500,7050,7776,7050,7776,7726,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0949_T,3/7/2022 8:15,2022,0,28,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0949_T,Halliburton,1,BORETS B538-1500 5.38 INCHES (800-2400 R,4,148,6700,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,223,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,598,574.977,23.023,3.85,206,198.07,-50,2.5,48,188,85,91,28,DATA_UNRECORDED,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,103,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,DATA_UNRECORDED,SA-0949_T_PVT,7.51,180,26.5,1430,3.6,1500,500,6700,7570,6700,7570,7520,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0472_T,3/8/2022 19:00,2022,192,64,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0472_T,Halliburton,1,CENTURION P11 5.38 INCHES (750-1500 RB/DAY),4,197,7300,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1623,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1149,395.9454,753.0546,65.54,374,128.88,-50,2.5,50,130,108,116,202.39,1889,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,22,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1944.62,SA-0472_T_PVT,8.36,180,23.31,1430,3.6,1500,500,7300,7478,7300,7478,7428,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0580H_T,3/9/2022 19:15,2022,128,32,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0580H_T,Halliburton,1,HAL SUMMIT SF1750 5.38 INCHES (375-1883 RB/DAY),4,375,7500,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1726,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1374,1093.017,280.983,20.45,145,115.35,-50,2.5,50,184,166,125,131.94,892,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,18,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1333.01,SA-0580H_T_PVT,7.85,180,23.31,1430,3.6,1500,500,7500,8631,7500,8631,8581,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0948_T,3/10/2022 8:00,2022,32,0,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0948_T,Halliburton,1,BH FLEX 10 4 INCHES (250-1050 RB/DAY),4,309,7300,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,628,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,893,712.9712,180.0288,20.16,332,265.07,-50,2.5,50,218,110,97,32,711,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,108,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1200.49,SA-0948_T_PVT,7.7,180,27,1430,3.6,1500,500,7300,8572.4,7300,8572.4,8522.4,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0952_T,3/10/2022 20:15,2022,192,64,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0952_T,Halliburton,1,ACC WE-1500 5.38 INCHES (667-1918 RB/DAY,4,137,6050,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,368,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,3123,1468.1223,1654.8777,52.99,481,226.12,-50,2.5,50,215,190,136,202.39,945,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,25,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1921.66,SA-0952_T_PVT,8.13,180,27,1430,3.6,1500,500,6050,8410,6050,8410,8360,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0242_T,3/11/2022 21:00,2022,128,128,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0242_T,Halliburton,1,CENTURION P31 5.38 INCHES (2000-4300 RB/DAY),4,153,7500,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1605,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,3079,246.32,2832.68,92,312,24.96,-50,2.5,50,217,204,140,181.02,1344,3566,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,2222,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,13,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1446.01,SA-0242_T_PVT,8.64,180,27,1430,3.6,1500,500,7500,7777,7500,7777,7727,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
