GATHERING_CENTER,WELL_NAME,TEST_DATE_TIME,PUMP_MANUFACTURER,PUMP_SERIES_NAME,PUMP_MODEL,CANONICAL_MODEL,NUMBER_OF_STAGES,INSTALL_TOP_DEPTH_FT,CUMULATIVE_RUN_LIFE_DAYS,DAYS_FROM_INSTALLATION,PIP_PSIG,PDP_PSIG,DELTA_P_PSI,WHP_PSIG,WHT_DEG_F,FREQUENCY_HZ,SPEED_RATIO_RF,WATER_CUT_PCT,RESERVOIR_FORMATION,WATER_SALINITY_PPM,WATER_SG,FLUID_GRADIENT_PSI_FT,STAGE_DYNAMIC_HEAD_FT,NORMALIZED_HEAD_60HZ_FT,B_O_RBSTB,B_LIQ_RBSTB,RS_SCFBBL,Q_DOWNHOLE_RBPD,RAW_DOWNHOLE_ERROR_BPD,RAW_DOWNHOLE_PE_PCT,ACTUAL_LIQUID_RATE_STBD,Q_PURE_RAW_STBD,Q_PURE_SURF_STBD,RESIDUAL_ERROR_BPD,PERCENT_ERROR_PCT,ABS_PERCENT_ERROR_MAPE,BIAS_DIRECTION,QC_PASS_TELEMETRY,QC_PASS_POSITIVE_LIFT,QC_PASS_MIN_LIFT,QC_PASS_MIN_FREQ,QC_PASS_WATER_CUT,QC_5_GATES_PASS,IS_ACTIVE_CURRENT_RUN,QUALIFIED_5QC_CLEAN_ACTIVE,TEST_VALIDITY_STATUS,SCREENING_REASON_DETAIL
GC-31,SA-0032_T,2026-03-15 08:45,REDA (Schlumberger),538/540 Series (REDA S),S4000N,S4000N,112,7400.0,804.4,804.4,1737.0,4015.0,2278.0,229.0,162.0,51.0,0.85,75.2,Mauddud (MA),137779.0,1.0958,0.457,44.5,61.59,1.1685,1.0568,311.9,1731.2,238.2,15.95,1493.0,1638.1,1638.1,145.1,9.72,9.72,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2021-08-25 14:15,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,75.9,75.9,1268.0,2156.0,888.0,212.0,137.0,48.0,0.8,14.6,Mauddud (MA),137779.0,1.0958,0.3927,17.39,27.17,1.1283,1.1125,215.6,2216.0,569.0,34.55,1647.0,1991.9,1991.9,344.9,20.94,20.94,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2021-10-14 18:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,126.1,126.1,-15.0,,,227.0,128.0,50.0,0.8333,10.3,Mauddud (MA),137779.0,1.0958,0.3886,,,1.1477,1.1345,262.5,,,,1577.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=-15.0, PDP=nan)"
GC-31,SA-0033_T,2022-01-21 08:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,224.7,224.7,1050.0,,,187.0,120.0,48.0,0.8,7.2,Mauddud (MA),137779.0,1.0958,0.3856,,,1.1111,1.1046,173.1,,,,1420.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=1050.0, PDP=nan)"
GC-31,SA-0033_T,2022-04-24 11:00,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,317.8,317.8,1124.0,2170.7,1046.7,187.0,132.0,50.0,0.8333,4.1,Mauddud (MA),137779.0,1.0958,0.3826,21.04,30.3,1.1169,1.1129,187.3,2308.2,672.2,41.09,1636.0,2074.1,2074.1,438.1,26.78,26.78,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2022-07-24 11:45,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,408.8,408.8,1286.0,2616.0,1330.0,259.7,135.4,51.0,0.85,9.1,Mauddud (MA),137779.0,1.0958,0.3874,26.41,36.55,1.1298,1.1198,219.2,2281.6,539.9,31.0,1741.7,2037.5,2037.5,295.8,16.98,16.98,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2022-11-10 08:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,517.7,517.7,1188.0,2440.0,1252.0,230.0,131.0,51.0,0.85,5.1,Mauddud (MA),137779.0,1.0958,0.3836,25.11,34.75,1.1219,1.1167,199.8,2354.5,652.6,38.35,1701.9,2108.4,2108.4,406.5,23.89,23.89,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2023-02-01 10:15,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,600.8,600.8,1348.0,2549.0,1201.0,246.0,143.0,51.0,0.85,3.1,Mauddud (MA),137779.0,1.0958,0.3816,24.21,33.51,1.1349,1.1313,231.6,2354.5,589.5,33.4,1765.0,2081.2,2081.2,316.2,17.92,17.92,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2023-02-24 09:00,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,623.7,623.7,1459.0,2672.0,1213.0,264.0,144.0,52.0,0.8667,19.6,Mauddud (MA),137779.0,1.0958,0.3975,23.47,31.24,1.1442,1.1198,254.1,2400.8,568.8,31.05,1832.0,2143.9,2143.9,311.9,17.03,17.03,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2023-05-18 08:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,706.7,706.7,1252.0,2676.0,1424.0,191.0,150.0,52.0,0.8667,43.1,Mauddud (MA),137779.0,1.0958,0.4202,26.07,34.71,1.127,1.0809,212.4,2400.8,844.8,54.29,1556.0,2221.1,2221.1,665.1,42.74,42.74,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2023-08-22 07:00,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,802.6,802.6,1197.0,2789.0,1592.0,191.0,142.0,52.0,0.8667,50.5,Mauddud (MA),137779.0,1.0958,0.4273,28.66,38.15,1.1226,1.0708,201.6,2237.6,834.6,59.49,1403.0,2089.7,2089.7,686.7,48.95,48.95,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2023-12-16 08:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,918.7,918.7,1113.0,2935.0,1822.0,217.0,156.0,56.0,0.9333,61.2,Mauddud (MA),137779.0,1.0958,0.4376,32.03,36.77,1.116,1.0572,185.2,2490.7,971.7,63.97,1519.0,2355.8,2355.8,836.8,55.09,55.09,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2024-04-06 08:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,1030.7,1030.7,1129.0,3060.0,1931.0,230.0,149.0,55.0,0.9167,64.6,Mauddud (MA),137779.0,1.0958,0.4409,33.69,40.09,1.1172,1.0544,188.3,2270.5,970.5,74.65,1300.0,2153.3,2153.3,853.3,65.64,65.64,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2024-08-18 12:00,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,1164.9,1164.9,1118.0,3033.0,1915.0,249.0,160.0,56.0,0.9333,60.7,Mauddud (MA),137779.0,1.0958,0.4371,33.7,38.69,1.1164,1.0579,186.2,2381.0,1016.0,74.43,1365.0,2250.7,2250.7,885.7,64.89,64.89,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2024-11-18 08:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,1256.7,1256.7,1127.0,3039.0,1912.0,258.0,154.0,56.0,0.9333,65.6,Mauddud (MA),137779.0,1.0958,0.4419,33.28,38.21,1.1171,1.0534,187.9,2406.3,773.3,47.35,1633.0,2284.3,2284.3,651.3,39.88,39.88,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2025-03-12 10:15,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,1370.8,1370.8,982.0,2952.0,1970.0,261.0,150.0,56.0,0.9333,64.3,Mauddud (MA),137779.0,1.0958,0.4406,34.39,39.48,1.106,1.0507,160.2,2341.1,1051.1,81.48,1290.0,2228.2,2228.2,938.2,72.73,72.73,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2025-07-26 10:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,1506.8,1506.8,942.0,2718.0,1776.0,268.0,140.0,56.0,0.9333,49.8,Mauddud (MA),137779.0,1.0958,0.4266,32.02,36.76,1.103,1.0617,152.6,2491.3,1284.3,106.4,1207.0,2346.6,2346.6,1139.6,94.42,94.42,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2025-10-02 09:15,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,1574.7,1574.7,941.0,2940.0,1999.0,227.0,154.0,56.0,0.9333,53.0,Mauddud (MA),137779.0,1.0958,0.4297,35.78,41.08,1.1029,1.059,152.5,2265.3,1093.3,93.28,1172.0,2139.2,2139.2,967.2,82.53,82.53,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2026-01-25 08:15,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,1689.7,1689.7,1048.0,2973.0,1925.0,234.0,142.0,56.0,0.9333,57.8,Mauddud (MA),137779.0,1.0958,0.4344,34.09,39.14,1.111,1.0584,172.7,2358.1,1066.1,82.52,1292.0,2228.0,2228.0,936.0,72.45,72.45,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0033_T,2026-07-04 09:15,Alkhorayef (ACC),538 Series (ACC WE),WE-1500c,WE-1500,130,6916.0,1849.7,1849.7,1025.0,1195.0,170.0,198.0,146.0,56.0,0.9333,61.1,Mauddud (MA),137779.0,1.0958,0.4375,2.99,3.43,1.1092,1.0547,168.3,2585.2,1293.2,100.09,1292.0,2451.1,2451.1,1159.1,89.71,89.71,OVER_PREDICTION,True,True,False,True,True,False,True,False,4. FAILED_LOW_LIFT_THRESHOLD,Failed Gate 3: Low Dynamic Lift (Delta P = 170.0 psi < 250 psi threshold)
GC-31,SA-0097_T,2022-04-04 10:45,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,1.7,1.7,1790.0,2505.0,715.0,90.0,106.0,50.0,0.8333,90.2,Mauddud (MA),137779.0,1.0958,0.4727,13.63,19.63,1.1733,1.035,323.1,4041.5,1506.5,59.43,2535.0,3904.8,3904.8,1369.8,54.04,54.04,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2022-04-20 05:15,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,17.4,17.4,,3002.0,,486.0,151.0,49.0,0.8167,79.1,Mauddud (MA),137779.0,1.0958,0.4611,,,1.1477,1.0467,262.5,,,,2165.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=3002.0)"
GC-31,SA-0097_T,2022-07-23 08:00,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,111.5,111.5,1359.0,2807.0,1448.0,336.0,148.0,50.0,0.8333,84.6,Mauddud (MA),137779.0,1.0958,0.4668,27.94,40.24,1.1358,1.0378,233.8,2350.5,-5.5,-0.23,2356.0,2264.8,2264.8,-91.2,-3.87,3.87,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2022-11-09 08:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,220.6,220.6,1250.0,2756.0,1506.0,396.0,145.0,50.0,0.8333,75.0,Mauddud (MA),137779.0,1.0958,0.4568,29.7,42.77,1.1269,1.0467,212.0,2279.4,134.4,6.27,2145.0,2177.7,2177.7,32.7,1.52,1.52,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2023-03-07 08:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,338.6,338.6,1153.0,2643.0,1490.0,344.0,146.0,50.0,0.8333,66.1,Mauddud (MA),137779.0,1.0958,0.4475,29.99,43.19,1.1191,1.0536,193.0,2267.2,124.2,5.8,2143.0,2151.9,2151.9,8.9,0.42,0.42,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2023-06-30 07:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,453.5,453.5,1058.0,2546.0,1488.0,318.6,146.0,50.0,0.8333,55.5,Mauddud (MA),137779.0,1.0958,0.4365,30.71,44.23,1.1117,1.0608,174.6,2235.8,205.2,10.11,2030.6,2107.6,2107.6,77.0,3.79,3.79,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2023-11-12 06:15,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,588.5,588.5,1044.0,2522.0,1478.0,312.0,148.0,50.0,0.8333,54.8,Mauddud (MA),137779.0,1.0958,0.4358,30.56,44.01,1.1107,1.061,171.9,2242.6,218.6,10.8,2024.0,2113.7,2113.7,89.7,4.43,4.43,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2024-03-04 08:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,701.6,701.6,1049.0,2330.0,1281.0,302.0,143.0,50.0,0.8333,44.4,Mauddud (MA),137779.0,1.0958,0.4249,27.16,39.11,1.111,1.0706,172.9,2380.7,532.7,28.83,1848.0,2223.7,2223.7,375.7,20.33,20.33,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2024-06-10 07:45,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,799.5,799.5,1236.0,2329.0,1093.0,290.0,147.0,50.0,0.8333,43.2,Mauddud (MA),137779.0,1.0958,0.4237,23.24,33.47,1.1257,1.0801,209.3,4041.5,1913.5,89.92,2128.0,3741.9,3741.9,1613.9,75.84,75.84,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2024-10-07 07:45,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,918.5,918.5,1229.0,2295.0,1066.0,281.0,147.0,50.0,0.8333,39.6,Mauddud (MA),137779.0,1.0958,0.4199,22.87,32.94,1.1252,1.0835,207.9,4041.5,1877.5,86.76,2164.0,3729.9,3729.9,1565.9,72.36,72.36,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2024-11-23 07:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,965.5,965.5,1860.0,2819.0,959.0,394.0,156.0,50.0,0.8333,76.0,Mauddud (MA),137779.0,1.0958,0.4579,18.87,27.17,1.1797,1.0583,338.1,4041.5,1461.5,56.65,2580.0,3818.8,3818.8,1238.8,48.02,48.02,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2025-03-17 07:45,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,1079.5,1079.5,1194.0,2376.0,1182.0,295.0,147.0,50.0,0.8333,50.5,Mauddud (MA),137779.0,1.0958,0.4313,24.69,35.56,1.1224,1.0707,201.0,4041.5,1765.5,77.57,2276.0,3774.7,3774.7,1498.7,65.85,65.85,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2025-07-24 09:00,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,1208.6,1208.6,1081.0,2370.0,1289.0,265.0,148.0,50.0,0.8333,46.5,Mauddud (MA),137779.0,1.0958,0.4271,27.19,39.16,1.1135,1.07,179.0,2379.4,435.4,22.4,1944.0,2223.7,2223.7,279.7,14.39,14.39,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2025-10-08 08:15,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,1284.6,1284.6,1174.0,2508.0,1334.0,301.0,153.0,50.0,0.8333,52.9,Mauddud (MA),137779.0,1.0958,0.4338,27.71,39.91,1.1208,1.0675,197.1,2359.4,388.4,19.71,1971.0,2210.3,2210.3,239.3,12.14,12.14,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2026-01-26 14:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,1394.8,1394.8,1435.0,2705.0,1270.0,343.0,150.0,50.0,0.8333,69.0,Mauddud (MA),137779.0,1.0958,0.4506,25.39,36.56,1.1422,1.0579,249.2,4041.5,2110.5,109.3,1931.0,3820.4,3820.4,1889.4,97.85,97.85,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0097_T,2026-06-06 07:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,5400.0,1525.5,1525.5,1098.0,2520.0,1422.0,257.0,148.0,50.0,0.8333,64.5,Mauddud (MA),137779.0,1.0958,0.4459,28.73,41.37,1.1148,1.0537,182.3,2319.4,545.4,30.74,1774.0,2201.3,2201.3,427.3,24.09,24.09,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0110_T,2021-01-07 08:35,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,0.0,-736.2,,,,484.6,151.0,56.0,0.9333,68.0,Upper Burgan (UB),199739.0,1.1388,0.4569,,,1.1477,1.0609,262.5,,,,1361.8,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0110_T,2021-04-26 05:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,0.0,-627.3,,,,204.0,153.0,50.0,0.8333,62.0,Upper Burgan (UB),199739.0,1.1388,0.45,,,1.1477,1.0685,262.5,,,,1391.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0110_T,2023-02-05 08:15,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,22.8,22.8,1478.0,3685.0,2207.0,302.0,141.0,50.0,0.8333,75.0,Upper Burgan (UB),199739.0,1.1388,0.4649,34.65,49.9,1.1458,1.0515,258.0,1674.9,632.9,60.74,1042.0,1592.9,1592.9,550.9,52.87,52.87,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0110_T,2023-05-27 07:45,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,133.8,133.8,1232.0,3480.7,2248.7,215.0,147.0,50.0,0.8333,64.0,Upper Burgan (UB),199739.0,1.1388,0.4523,36.29,52.26,1.1254,1.058,208.5,1577.0,657.0,71.41,920.0,1490.6,1490.6,570.6,62.02,62.02,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0110_T,2023-08-27 07:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,225.8,225.8,1238.0,3441.0,2203.0,201.0,143.0,50.0,0.8333,60.8,Upper Burgan (UB),199739.0,1.1388,0.4486,35.85,51.63,1.1259,1.0615,209.7,1603.7,719.7,81.41,884.0,1510.8,1510.8,626.8,70.9,70.9,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0110_T,2024-04-16 10:00,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,458.9,458.9,1368.0,3468.0,2100.0,192.0,135.0,48.0,0.8,66.0,Upper Burgan (UB),199739.0,1.1388,0.4546,33.72,52.69,1.1365,1.0596,235.6,1496.4,609.4,68.7,887.0,1412.2,1412.2,525.2,59.21,59.21,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0110_T,2024-10-07 11:00,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,632.9,632.9,1341.0,3426.0,2085.0,229.0,144.0,48.0,0.8,64.2,Upper Burgan (UB),199739.0,1.1388,0.4525,33.63,52.55,1.1343,1.0609,230.2,1502.0,684.7,83.78,817.3,1415.7,1415.7,598.4,73.22,73.22,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0110_T,2025-02-22 08:15,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,770.8,770.8,1549.0,3744.0,2195.0,278.0,136.0,48.0,0.8,63.4,Upper Burgan (UB),199739.0,1.1388,0.4516,35.48,55.44,1.1519,1.0683,272.6,1377.4,929.4,207.46,448.0,1289.4,1289.4,841.4,187.81,187.81,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0110_T,2025-06-11 08:15,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,879.8,879.8,1495.0,3702.0,2207.0,269.0,136.0,48.0,0.8,68.7,Upper Burgan (UB),199739.0,1.1388,0.4577,35.2,55.0,1.1473,1.0598,261.4,1397.3,822.3,143.01,575.0,1318.4,1318.4,743.4,129.29,129.29,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0110_T,2025-08-12 10:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,941.9,941.9,1662.0,3850.0,2188.0,325.0,148.0,50.0,0.8333,76.0,Upper Burgan (UB),199739.0,1.1388,0.4661,34.27,49.35,1.1618,1.054,296.1,1697.4,758.4,80.77,939.0,1610.4,1610.4,671.4,71.5,71.5,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0110_T,2025-11-10 06:15,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,1031.7,1031.7,1735.0,3914.0,2179.0,249.0,125.0,49.0,0.8167,71.8,Upper Burgan (UB),199739.0,1.1388,0.4612,34.48,51.69,1.1683,1.0618,311.4,1569.3,844.3,116.46,725.0,1477.9,1477.9,752.9,103.85,103.85,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0110_T,2026-03-15 10:30,Alkhorayef (ACC),538 Series (ACC WE),WE-1500,WE-1500,137,7300.0,1156.9,1156.9,1756.0,3981.0,2225.0,426.0,132.0,49.0,0.8167,70.5,Upper Burgan (UB),199739.0,1.1388,0.4597,35.33,52.97,1.1702,1.0643,315.9,1515.6,997.6,192.59,518.0,1424.0,1424.0,906.0,174.9,174.9,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
